sgRNA	Gene	plasmid	ESC1
chr10:75910201-75910224	SMARCB1	12.338129558830264	15.226378183684803
chr8:84832431-84832454	GADD45GIP1	41.75982312219474	75.04429247673224
chr3:14645199-14645222	CAR13	124.33038247744344	151.17618339515627
chr19:12099190-12099213	OLFR1427	46.50525756789869	118.5482301444031
chr8:110221668-110221691	FTSJD1	76.87603802040395	147.91338807008094
chr2:79428749-79428772	CERKL	105.34864469462764	117.46063170271134
chr13:21526697-21526720	ZFP192	98.70503647064211	90.27067066041705
chr10:80259753-80259776	GAMT	91.11234135751579	189.24212885436827
chr1:20817428-20817451	MCM3	160.39568426479343	56.55511896797213
chr10:62469915-62469938	VPS26A	82.57055935524869	84.83267845195819
chr5:137621904-137621927	FBXO24	85.41782002267105	128.33661611962907
chr18:43766809-43766832	SCGB3A2	220.18815828066317	238.184058730498
chr7:25911587-25911610	CYP2B10	52.199778902743425	50.029528317821494
chr19:25673653-25673676	DMRT2	33.21804111992763	54.379922084588586
chr4:155626774-155626797	CDK11B	18.032650893675	27.189961042294293
chr8:70756003-70756026	RAB3A	82.57055935524869	14.138779741993032
chr17:47701709-47701732	FRS3	25.62534600680132	6.52559065015063
chr17:31455082-31455105	PDE9A	61.69064779415132	28.277559483986064
chrX:38066745-38066768	RHOX10	43.65799690047632	36.978347017520235
chr11:49459922-49459945	OLFR1387	77.82512490954474	172.9281522289917
chr17:24658263-24658286	NPW	47.454344457039475	15.226378183684803
chrX:142189674-142189697	GUCY2F	139.51577270369606	221.8700821051214
chr12:80376667-80376690	DCAF5	120.53403492088027	101.14665507733477
chr14:49318945-49318968	SLC35F4	218.2899845023816	373.0462655002777
chr16:32186550-32186573	BEX6	115.78860047517632	117.46063170271134
chr16:90432776-90432799	HUNK	34.16712800906842	0.0
chr7:92126620-92126643	DLG2	82.57055935524869	89.18307221872527
chr2:167484132-167484155	SPATA2	105.34864469462764	53.29232364289681
chr7:24594479-24594502	ETHE1	86.36690691181185	67.43110338488984
chr7:103906813-103906836	OLFR65	110.09407914033159	221.8700821051214
chr7:26198497-26198520	CYP2B9	141.41394648197763	172.9281522289917
chr14:55745998-55746021	2610027L16RIK	33.21804111992763	14.138779741993032
chr6:120225157-120225180	B4GALNT3	104.39955780548685	113.11023793594426
chr17:23779703-23779726	FLYWCH2	70.23242979641843	79.39468624349934
chr1:63768419-63768442	4933402D24RIK	94.90868891407895	107.67224572748539
chr11:120495469-120495492	SLC25A10	56.945213348447375	43.50393766767087
chr17:62650971-62650994	EFNA5	74.97786424212238	34.80315013413669
chr12:56534806-56534829	NKX2-1	62.63973468329211	52.20472520120504
chr1:5589144-5589167	OPRK1	42.708910011335526	73.95669403504047
chr7:104588217-104588240	OLFR654	88.26508069009343	45.67913455105441
chr3:14645202-14645225	CAR13	53.14886579188421	60.90551273473921
chr4:155891200-155891223	PUSL1	35.116214898209215	78.30708780180755
chr4:58841493-58841516	AI314180	74.97786424212238	14.138779741993032
chr11:97321456-97321479	MRPL45	54.097952681025006	45.67913455105441
chr16:10791821-10791844	PRM2	59.79247401586974	20.664370392143663
chr6:103690334-103690357	CHL1	184.12285649331318	334.9803200410657
chr12:8227289-8227312	1110057K04RIK	88.26508069009343	88.0954737770335
chr4:132732329-132732352	XKR8	140.46485959283686	160.9645693703822
chr6:3374891-3374914	SAMD9L	32.268954230786846	15.226378183684803
chr10:41894989-41895012	SESN1	141.41394648197763	230.57086963865558
chr13:21658735-21658758	OLFR1361	59.79247401586974	57.642717409663895
chr1:162353550-162353573	DNM3	126.22855625572501	121.81102546947842
chr16:76293476-76293499	NRIP1	28.472606674223687	87.00787533534174
chr7:24542451-24542474	2310033E01RIK	86.36690691181185	31.540354809061377
chr13:117656931-117656954	HCN1	72.1306035747	53.29232364289681
chr1:162353692-162353715	DNM3	52.199778902743425	31.540354809061377
chr14:20688763-20688786	SEC24C	129.07581692314739	78.30708780180755
chr17:46194408-46194431	POLH	141.41394648197763	192.50492417944358
chr12:110693489-110693512	HSP90AA1	176.53016138018685	326.2795325075315
chr19:13095223-13095246	OLFR1457	193.61372538472108	246.88484626403218
chr18:62653470-62653493	SPINK10	64.53790846157369	60.90551273473921
chr7:17093713-17093736	PSG16	93.01051513579738	83.74508001026642
chr7:49770852-49770875	HTATIP2	28.472606674223687	29.365157925677835
chr9:59412510-59412533	ARIH1	78.77421179868553	26.10236260060252
chr3:105005631-105005654	CTTNBP2NL	63.5888215724329	138.125002094855
chr3:83766879-83766902	SFRP2	74.02877735298158	46.766732992746185
chr17:25744496-25744519	MSLNL	59.79247401586974	41.32874078428733
chr6:52245244-52245267	HOXA11	100.60321024892369	94.62106442718414
chr8:95633757-95633780	GINS3	14.236303337111844	40.24114234259555
chr17:53515440-53515463	4921523A10RIK	104.39955780548685	151.17618339515627
chr10:39947953-39947976	G630090E17RIK	131.92307759056973	141.3877974199303
chr13:100785442-100785465	CCNB1	94.90868891407895	93.53346598549237
chr3:123026142-123026165	MYOZ2	52.199778902743425	264.28642133110054
chr13:4196445-4196468	AKR1C13	253.4061994005908	181.62893976252587
chr17:46219399-46219422	XPO5	173.68290071276448	112.02263949425249
chr10:115376485-115376508	THAP2	112.94133980775395	280.6003979564771
chr2:85785822-85785845	OLFR1015	47.454344457039475	81.56988312688287
chr6:37871452-37871475	TRIM24	67.38516912899605	65.2559065015063
chr5:111418819-111418842	MN1	90.163254468375	236.00886184711445
chr9:37429754-37429777	ROBO3	32.268954230786846	41.32874078428733
chr9:53592054-53592077	ACAT1	105.34864469462764	143.56299430331387
chr14:54513408-54513431	PRMT5	129.07581692314739	146.82578962838917
chr3:98161484-98161507	ADAM30	82.57055935524869	52.20472520120504
chr14:66297266-66297289	TRIM35	37.96347556563158	54.379922084588586
chr5:31831149-31831172	BRE	125.27946936658422	240.35925561388154
chrX:73798798-73798821	PDZD4	52.199778902743425	96.79626131056767
chrX:142343189-142343212	ACSL4	162.293858043075	126.16141923624551
chr13:91770836-91770859	ACOT12	62.63973468329211	149.0009865117727
chr14:57971702-57971725	EFHA1	77.82512490954474	174.01575067068347
chr11:6516167-6516190	MYO1G	81.6214724661079	40.24114234259555
chr11:117812475-117812498	SYNGR2	79.72329868782631	80.4822846851911
chr11:84878059-84878082	PIGW	50.301605124461844	94.62106442718414
chr9:65588211-65588234	PIF1	43.65799690047632	23.927165717218976
chr1:174430688-174430711	OLFR414	104.39955780548685	68.51870182658162
chr11:67351971-67351994	MYH13	36.06530178735	58.73031585135567
chr17:34932583-34932606	NEU1	97.75594958150133	71.78149715165694
chr11:76949947-76949970	BLMH	82.57055935524869	109.84744261086894
chr10:20261908-20261931	MTAP7	95.85777580321974	70.69389870996515
chr11:100420422-100420445	FKBP10	31.319867341646056	27.189961042294293
chr1:121527829-121527852	HTR5B	34.16712800906842	34.80315013413669
chr18:37334755-37334778	PCDHB6	129.07581692314739	203.3809085963613
chr10:75589822-75589845	GGT5	105.34864469462764	104.40945040241007
chr7:24638541-24638564	LYPD3	142.36303337111843	169.66535690391638
chr2:121236354-121236377	TRP53BP1	18.98173778281579	19.57677195045189
chr14:20688422-20688445	SEC24C	69.28334290727764	36.978347017520235
chr11:103080563-103080586	PLCD3	27.523519785082897	17.401575067068347
chr9:110437384-110437407	KLHL18	64.53790846157369	88.0954737770335
chr2:32259618-32259641	UCK1	45.556170678757894	7.6131890918424014
chr13:117602922-117602945	HCN1	21.82899845023816	40.24114234259555
chr7:44016105-44016128	KLK1B26	62.63973468329211	7.6131890918424014
chr17:40602380-40602403	GM20580	26.574432895942106	96.79626131056767
chr8:43521712-43521735	ADAM26B	94.90868891407895	212.08169612989548
chr6:40493720-40493743	TAS2R108	148.05755470596316	294.73917769847014
chr8:94913518-94913541	CCDC102A	20.87991156109737	35.89074857582847
chr1:172529835-172529858	CCDC19	69.28334290727764	109.84744261086894
chr7:108124846-108124869	OLFR484	174.63198760190528	275.1624057480182
chrX:135745997-135746020	ARMCX5	162.293858043075	183.8041366459094
chr7:144516033-144516056	PPFIA1	87.31599380095264	77.21948936011579
chr11:77953696-77953719	SEZ6	45.556170678757894	14.138779741993032
chr15:98168480-98168503	AI836003	26.574432895942106	6.52559065015063
chr14:33359203-33359226	ARHGAP22	45.556170678757894	53.29232364289681
chr7:28837611-28837634	LGALS4	74.02877735298158	54.379922084588586
chr15:90649254-90649277	CPNE8	105.34864469462764	196.85531794621068
chr5:145159618-145159641	PTCD1	94.90868891407895	34.80315013413669
chr9:81632055-81632078	HTR1B	108.19590536205001	160.9645693703822
chr7:13401363-13401386	CABP5	71.18151668555922	57.642717409663895
chr9:78150535-78150558	ICK	25.62534600680132	29.365157925677835
chrX:167244592-167244615	TLR8	85.41782002267105	92.44586754380059
chr11:86944670-86944693	YPEL2	157.54842359737106	172.9281522289917
chr7:45218076-45218099	TEAD2	87.31599380095264	56.55511896797213
chr1:178242625-178242648	PPPDE1	153.7520760408079	195.7677195045189
chr7:43721378-43721401	KLK13	56.945213348447375	1.0875984416917717
chr5:113966249-113966272	SSH1	119.58494803173949	68.51870182658162
chr3:158161809-158161832	LRRC7	77.82512490954474	79.39468624349934
chr6:122850434-122850457	C3AR1	36.06530178735	14.138779741993032
chr10:76470574-76470597	MCM3AP	36.06530178735	28.277559483986064
chr8:116954763-116954786	ATMIN	55.99612645930658	50.029528317821494
chrX:9948905-9948928	SYTL5	90.163254468375	192.50492417944358
chr2:153232345-153232368	PLAGL2	44.60708378961711	15.226378183684803
chr13:66930038-66930061	MTERFD1	100.60321024892369	67.43110338488984
chr17:27886054-27886077	UHRF1BP1	26.574432895942106	31.540354809061377
chr19:10517256-10517279	SDHAF2	34.16712800906842	91.35826910210882
chr16:33268065-33268088	SNX4	55.99612645930658	26.10236260060252
chr11:84877793-84877816	PIGW	142.36303337111843	66.34350494319807
chr2:117260274-117260297	FAM98B	102.50138402720528	68.51870182658162
chr10:79665130-79665153	MADCAM1	46.50525756789869	89.18307221872527
chr19:37968397-37968420	MYOF	66.43608223985527	80.4822846851911
chr12:119189864-119189887	ITGB8	54.097952681025006	192.50492417944358
chr9:32246036-32246059	ARHGAP32	327.4349767535724	305.6151621153878
chr8:70599851-70599874	SSBP4	35.116214898209215	36.978347017520235
chr13:21715747-21715770	HIST1H2BL	29.421693563364474	69.60630026827339
chr2:153232540-153232563	PLAGL2	49.35251823532106	61.993111176430986
chr7:12193128-12193151	VMN1R80	95.85777580321974	126.16141923624551
chr18:35736084-35736107	TMEM173	87.31599380095264	204.46850703805308
chr7:46376800-46376823	MYOD1	18.032650893675	39.15354390090378
chr2:30967169-30967192	TOR1A	83.51964624438948	31.540354809061377
chr10:30200359-30200382	CENPW	11.389042669689474	31.540354809061377
chr18:10755533-10755556	MIB1	82.57055935524869	118.5482301444031
chr7:24594494-24594517	ETHE1	94.90868891407895	125.07382079455374
chr17:91088143-91088166	NRXN1	54.097952681025006	126.16141923624551
chr9:21081329-21081352	RAVER1	40.81073623305395	78.30708780180755
chr2:28675226-28675249	TSC1	33.21804111992763	68.51870182658162
chr19:11774265-11774288	MRPL16	74.02877735298158	104.40945040241007
chrX:98150964-98150987	AR	57.89430023758816	36.978347017520235
chrX:155338136-155338159	PRDX4	59.79247401586974	53.29232364289681
chr9:37423319-37423342	ROBO3	49.35251823532106	46.766732992746185
chr3:58539533-58539556	EIF2A	162.293858043075	143.56299430331387
chr1:172534046-172534069	CCDC19	79.72329868782631	94.62106442718414
chr18:25679462-25679485	CELF4	69.28334290727764	159.87697092869044
chr9:123657453-123657476	SLC6A20A	167.98837937791976	90.27067066041705
chr8:56005162-56005185	GLRA3	83.51964624438948	84.83267845195819
chr2:32740639-32740662	6330409D20RIK	34.16712800906842	0.0
chr4:123909665-123909688	MYCBP	31.319867341646056	3.262795325075315
chr6:134423969-134423992	BCL2L14	37.01438867649079	19.57677195045189
chr3:158170703-158170726	LRRC7	126.22855625572501	281.6879963981689
chr4:155890864-155890887	PUSL1	102.50138402720528	113.11023793594426
chr2:86890708-86890731	OLFR1097	162.293858043075	187.06693197098474
chr5:113951955-113951978	SSH1	47.454344457039475	39.15354390090378
chr16:20621048-20621071	CAMK2N2	36.06530178735	28.277559483986064
chr16:20312302-20312325	CYP2AB1	225.8826796155079	268.6368150978676
chr17:34242521-34242544	H2-OB	53.14886579188421	42.416339225979094
chr13:112547407-112547430	IL31RA	118.63586114259869	139.21260053654677
chr2:143573503-143573526	PCSK2	34.16712800906842	38.06594545921201
chr14:20570264-20570287	USP54	68.33425601813684	27.189961042294293
chr5:135967866-135967889	SRCRB4D	42.708910011335526	65.2559065015063
chr2:122638332-122638355	AA467197	118.63586114259869	221.8700821051214
chr10:74326092-74326115	PCDH15	67.38516912899605	59.817914293047444
chr11:73165564-73165587	P2RX5	93.01051513579738	149.0009865117727
chr6:120217465-120217488	B4GALNT3	60.74156090501053	60.90551273473921
chrX:73799900-73799923	PDZD4	73.07969046384079	98.97145819395122
chr2:126736432-126736455	USP8	77.82512490954474	14.138779741993032
chr14:56552681-56552704	CENPJ	49.35251823532106	45.67913455105441
chr4:141589359-141589382	FBLIM1	37.96347556563158	10.875984416917717
chr1:90804017-90804040	COL6A3	37.96347556563158	26.10236260060252
chr2:181382681-181382704	LIME1	40.81073623305395	22.839567275527205
chr4:83005741-83005764	FREM1	68.33425601813684	90.27067066041705
chrX:73799974-73799997	PDZD4	5.694521334844737	0.0
chr9:78157657-78157680	ICK	22.778085339378947	23.927165717218976
chr10:99109032-99109055	GALNT4	20.87991156109737	23.927165717218976
chr5:151062965-151062988	STARD13	56.945213348447375	17.401575067068347
chr7:19414250-19414273	CKM	37.01438867649079	11.963582858609488
chrX:72383215-72383238	MAGEA10	171.7847269344829	229.4832711969638
chr7:102927855-102927878	OLFR572	36.06530178735	34.80315013413669
chr2:29144989-29145012	SETX	72.1306035747	84.83267845195819
chr4:126180572-126180595	THRAP3	10.439955780548685	2.1751968833835433
chr7:96955951-96955974	NARS2	130.97399070142896	81.56988312688287
chr9:43311121-43311144	TRIM29	27.523519785082897	32.62795325075315
chr10:13190567-13190590	LTV1	125.27946936658422	32.62795325075315
chr2:28716423-28716446	AK8	82.57055935524869	150.08858495346448
chr1:92888512-92888535	ANKMY1	28.472606674223687	7.6131890918424014
chr8:23902105-23902128	ZMAT4	41.75982312219474	65.2559065015063
chr8:116952959-116952982	ATMIN	47.454344457039475	113.11023793594426
chr13:100633454-100633477	RAD17	87.31599380095264	15.226378183684803
chr17:47701689-47701712	FRS3	51.25069201360264	178.36614443745054
chr2:140158582-140158605	ESF1	62.63973468329211	68.51870182658162
chr15:6459616-6459639	C9	24.67625911766053	82.65748156857465
chr6:142756991-142757014	CMAS	57.89430023758816	205.55610547974484
chr7:44016110-44016133	KLK1B26	71.18151668555922	28.277559483986064
chr5:57720087-57720110	PCDH7	39.86164934391316	17.401575067068347
chr2:51952857-51952880	NMI	56.945213348447375	96.79626131056767
chr11:115923226-115923249	RECQL5	45.556170678757894	11.963582858609488
chr18:62986269-62986292	NAPG	55.04703957016579	94.62106442718414
chr7:98988182-98988205	UVRAG	97.75594958150133	85.92027689364996
chr18:38251377-38251400	0610009O20RIK	78.77421179868553	47.85433143443795
chr7:22190228-22190251	VMN1R143	55.04703957016579	6.52559065015063
chr19:37398157-37398180	KIF11	56.945213348447375	96.79626131056767
chr15:96420745-96420768	SCAF11	130.97399070142896	200.11811327128598
chr15:3347554-3347577	GHR	45.556170678757894	22.839567275527205
chr13:30886241-30886264	EXOC2	27.523519785082897	29.365157925677835
chr2:104730439-104730462	DEPDC7	67.38516912899605	39.15354390090378
chrX:35963394-35963417	DOCK11	67.38516912899605	166.40256157884107
chr2:88865110-88865133	OLFR1206	108.19590536205001	153.3513802785398
chr5:91031162-91031185	EPGN	53.14886579188421	34.80315013413669
chr10:127285817-127285840	MBD6	116.73768736431711	178.36614443745054
chr7:109766558-109766581	NRIP3	59.79247401586974	77.21948936011579
chr11:119499877-119499900	A730011L01RIK	175.58107449104605	143.56299430331387
chr18:37342342-37342365	PCDHB7	19.93082467195658	16.313976625376576
chr9:57700650-57700673	CYP1A1	125.27946936658422	294.73917769847014
chr6:142767824-142767847	CMAS	78.77421179868553	98.97145819395122
chr16:30600760-30600783	FAM43A	105.34864469462764	88.0954737770335
chr6:13078161-13078184	TMEM106B	69.28334290727764	100.05905663564299
chr16:32806806-32806829	GM933	68.33425601813684	226.2204758718885
chr13:100127884-100127907	SMN1	55.99612645930658	26.10236260060252
chr5:140635592-140635615	TTYH3	99.6541233597829	145.7381911866974
chr17:69247688-69247711	EPB4.1L3	83.51964624438948	118.5482301444031
chr8:107057356-107057379	NIP7	103.45047091634606	15.226378183684803
chr5:113097741-113097764	2900026A02RIK	42.708910011335526	4.350393766767087
chr7:19094992-19095015	SIX5	37.96347556563158	19.57677195045189
chr13:66930035-66930058	MTERFD1	91.11234135751579	36.978347017520235
chr11:118505623-118505646	RBFOX3	112.94133980775395	159.87697092869044
chr6:93755032-93755055	MAGI1	76.87603802040395	84.83267845195819
chr2:28579698-28579721	GTF3C5	121.48312181002106	94.62106442718414
chr11:99014957-99014980	TOP2A	42.708910011335526	3.262795325075315
chr1:60131970-60131993	CARF	81.6214724661079	42.416339225979094
chr15:34839163-34839186	KCNS2	152.8029891516671	167.49016002053284
chr16:58448848-58448871	DCBLD2	106.29773158376842	177.27854599575878
chr18:24617407-24617430	ELP2	46.50525756789869	11.963582858609488
